sample_id,split,gender,discipline,clinical_experience,country,question_type,prompt,question,question_clean,answer_options,correct_answer,answer_rationale,specialty,region_specific,mentions_Africa,mentions_age,mentions_gender,tier,neg_percent,quality,rated_african,rated_correct,rated_omission,rated_hallucination,rated_reasonable,rated_harmful,rated_bias,version
8d2c7a0d405f34fd863338ca10b9037546ec8109e59652c684179f0f56920ec6,test,Male,Other Health Professions,Student,NG,consumer_queries,"Your female friend complains of increased thirst, urination and thinks she has Diabetes Mellitus and is going to visit the nearest doctor. Question: ",Is there any specific dietary or lifestyle advice I should follow to manage my diabetes effectively?,Is there any specific dietary or lifestyle advice I should follow to manage my diabetes effectively?,,,,,,,,,crowdsourced,0.0,,,,,,,,,v3
d94ea231f0b2d01af4d5982d6ddf2f5c3c1147b565d24985b7681e8ca011f754,test,Female,Pharmacy,Student,KE,consumer_queries,Your flatmate's child complains of pimples on the face and body and thinks she has Acne Vulgaris and is going to visit the nearest doctor. Question: ,Is it safe to wear make up on my face?,Is it safe to wear make up on my face?,,,,,,,,,crowdsourced,0.0,,,,,,,,,v3
4f56c67dd7d6387eb787946ee3a0ce3597c31ae1f329f8b7cc81abeecb74a84d,test,Female,,,NG,consumer_queries,"Your female coworker complains of jaundice, right upper quadrant pain and thinks she has Liver Cancer and is going to visit the nearest doctor. Question: ","What are the available treatment options for liver cancer, and what are the potential side effects and outcomes associated with each","What are the available treatment options for liver cancer, and what are the potential side effects and outcomes associated with each",,,,,,,,,crowdsourced,0.0,True,,,,,,,,v3
b99a41bc352b852f2ab792cff69cd7181516c4c1815c9b1c932357d88bdb0176,test,Male,Health Research,Researcher,NG,consumer_queries,Your female coursemate complains of fractures with minor trauma and thinks she has Osteoporosis and is going to visit the nearest doctor. Question: ,"Doctor, please can you recommend local foods or traditional remedies that can help improve my bone strength and prevent more fractures caused by this osteoporosis?","Doctor, please can you recommend local foods or traditional remedies that can help improve my bone strength and prevent more fractures caused by this osteoporosis?",,,,,,,,,crowdsourced,0.14,,,,,,,,,v3
f2d258ec3ba8ee9e2e413379a30bcc9ce866ed365492b1d4aa7b83f74ab9b074,train,Female,Non-Health,Other,NG,consumer_queries,"Your female friend complains of sore throat, chest pain and thinks she has Lassa fever and is going to visit the nearest doctor. Question: ",What precautions should I take to prevent spreading Lassa fever?,What precautions should I take to prevent spreading Lassa fever?,,,,,,,,,crowdsourced,0.0,True,,,,,,,,v3
36ed11e26dee75f327aa584b71d51d82ae869ca8160752762a6cf0eeb62a73bd,train,Male,Nursing,Student,NG,consumer_queries,"Your female colleague complains of weight loss, chronic weakness and thinks she has HIV/AIDS and is going to visit the nearest doctor. Suggest an important question she might likely forget to ask. Please explain your question if needed. Don't ask generic questions.","""What support services are available for managing the emotional and psychological aspects of living with HIV/AIDS?""","""What support services are available for managing the emotional and psychological aspects of living with HIV/AIDS?""",,,,,,,,,crowdsourced,0.0,True,,,,,,,,v3
55bbad2419f7a1882cca9a3ff25f73a1c325f2afe6671d2e2398d4c412c53ed0,train,Female,Non-Health,Other,NG,consumer_queries,"Your male coworker complains of dry cough, shortness of breath and thinks he has Interstitial Lung Diseases and is going to visit the nearest doctor. Question: ",Will I have to use an Oxygen to breathe?,Will I have to use an Oxygen to breathe?,,,,,,,,,crowdsourced,0.0,,,,,,,,,v3
9737c2400d4b11c346a1397b63d5c520c61e139dc554c1d3fa6467b0dbcc1c14,test,Female,Laboratory Sciences,Scientist,NG,consumer_queries,"Your male coworker complains of running stomach, bloating and thinks he has Lactose Intolerance and is going to visit the nearest doctor. Question: ","Could my symptoms be indicative of other underlying gastrointestinal conditions besides lactose intolerance, such as irritable bowel syndrome (IBS) or celiac disease?","Could my symptoms be indicative of other underlying gastrointestinal conditions besides lactose intolerance, such as irritable bowel syndrome (IBS) or celiac disease?",,,,,,,,,crowdsourced,0.19,True,,,,,,,,v3
c2010675bd195cb57a73659f459472bee92cd113ef10cc3561a40f49bd4f8946,train,Female,Medicine,Student,NG,consumer_queries,Your female coworker complains of pain in the lower back and thinks she has Low Back Pain and is going to visit the nearest doctor. Question: ,Is the pain likely to go on its own or do i need treatments?,Is the pain likely to go on its own or do i need treatments?,,,,,,,,,crowdsourced,0.0,,,,,,,,,v3
819b671b4dfd49834c13843c100a01d0046e41504073c60a8e61831f316a28be,test,Female,Non-Health,Student,NG,consumer_queries,Your female flatmate complains of joint pain and stiffness and thinks she has Rheumatoid Arthritis and is going to visit the nearest doctor. Question: ,Is rheumatoid arthritis curable?,Is rheumatoid arthritis curable?,,,,,,,,,crowdsourced,0.0,,,,,,,,,v3
c113930cbca2338c56fdb9d0175a79896152a296780264218ea282907091a651,train,Female,,,NG,consumer_queries,"Your female colleague complains of weight loss, chronic weakness and thinks she has HIV/AIDS and is going to visit the nearest doctor. Suggest an important question she might likely forget to ask. Please explain your question if needed. Don't ask generic questions.",Can you explain the different stages of HIV AIDS and how they can impact my health and treatment option,Can you explain the different stages of HIV AIDS and how they can impact my health and treatment option,,,,,,,,,crowdsourced,0.02,True,,,,,,,,v3
ea8a834d3ea22dba76cd1dad6b376b8095015ccfd32a5d87ab50502e225e89bf,train,Female,Health Research,Other,ZA,consumer_queries,"Your female classmate complains of breast pain, swelling, redness and thinks she has Breast Infections (Mastitis) and is going to visit the nearest doctor. Suggest an important question she might likely forget to ask. Please explain your question if needed. Don't ask generic questions.",Are there any preventive measures I can take to reduce the risk of recurrent mastitis episodes?,Are there any preventive measures I can take to reduce the risk of recurrent mastitis episodes?,,,,,,,,,crowdsourced,0.22,,,,,,,,,v3
eb40c27af93d8c96b1f54d8819db936a5134ff228de18394355ff0dd738da4d0,test,Female,,,ZA,consumer_queries,"Your female friend complains of weakness, pale skin and thinks she has Iron Deficiency Anemia and is going to visit the nearest doctor. Question: ",Is this treatable ,Is this treatable ,,,,,,,,,crowdsourced,0.03,True,,,,,,,,v3
ba5e1f2a5c118ac77d4db2b0ebf61fca69f321fde101be767c6bd8e03cf6b180,train,Male,,,ZA,consumer_queries,"Your male neighbor complains of fatigue, sleep disturbances and thinks he has Sleeping sickness (Human African Trypanosomiasis) and is going to visit the nearest doctor. Question: ",How to treat this illness ,How to treat this illness ,,,,,,,,,crowdsourced,0.05,True,,,,,,,,v3
76373b4bbbe855c6aae82a6d5828c056319a8a483fcb60d1106427bba271b3c0,train,Male,Medicine,Student,NG,consumer_queries,"Your male neighbor complains of high fever, rash, headache and thinks he has Dengue Fever and is going to visit the nearest doctor. Question: ","What are the warning signs of severe dengue and when should I seek urgent medical attention?""","What are the warning signs of severe dengue and when should I seek urgent medical attention?""",,,,,,,,,crowdsourced,0.13,False,,,,,,,,v3
9912e764e3bff7243371d5c91fe82bfcd2cba3e7ed36108c571feb96f6d76cb7,test,Male,Non-Health,Student,NG,consumer_queries,Your female coursemate complains of high blood pressure during pregnancy and thinks she has Preeclampsia and is going to visit the nearest doctor. Question: ,"what are the courses of high blood pressure? Is there any medication for it,?","what are the courses of high blood pressure? Is there any medication for it,?",,,,,,,,,crowdsourced,0.25,,,,,,,,,v3
0352c2ff70a32693fe326f36e9972da67ec440e7d881f9f8d09764fab803f5e2,train,Male,Medicine,Other,NG,consumer_queries,"Your female neighbor complains of lack of sexual desire, painful intercourse and thinks she has Sexual Dysfunction and is going to visit the nearest doctor. Question: ","Are there any underlying medical conditions or medications that could be contributing to my sexual dysfunction, and how can they be addressed?","Are there any underlying medical conditions or medications that could be contributing to my sexual dysfunction, and how can they be addressed?",,,,,,,,,crowdsourced,0.18,,,,,,,,,v3
f53dbac43c580d8139f2551b01f1275d9fbb90b560256fa98c92eb49d3199d43,test,Female,Non-Health,Student,NG,consumer_queries,"Your female roommate complains of pain in affected area, swelling and thinks she has Sprains and Strains and is going to visit the nearest doctor. Question: ",What are the complications of sprains and strains?,What are the complications of sprains and strains?,,,,,,,,,crowdsourced,0.0,,,,,,,,,v3
dd9c1325a97914c9c3a988cf48b90bed6b8340a2b22514d04dfe39022d9612be,train,Female,Medicine,Licensed Professional,NG,consumer_queries,"Your male coursemate complains of high fever, stomach pain and thinks he has Typhoid Fever and is going to visit the nearest doctor. Question: ","Can you explain the importance of completing the full course of antibiotics prescribed for typhoid fever, and what should I do if I experience any side effects or complications during treatment?","Can you explain the importance of completing the full course of antibiotics prescribed for typhoid fever, and what should I do if I experience any side effects or complications during treatment?",,,,,,,,,crowdsourced,0.0,,,,,,,,,v3
4ca3f48dcbef7221aded79254adc14282932bff2d5f438d90a8931906b1ad1d5,train,Female,Medicine,Student,NG,consumer_queries,"Your male neighbor complains of toothache, gum bleeding and thinks he has Dental Problems and is going to visit the nearest doctor. Question: ","What are the possible causes?
What are the treatment options?
Is there a possibility of recurrence? ","What are the possible causes?
What are the treatment options?
Is there a possibility of recurrence? ",,,,,,,,,crowdsourced,0.0,True,,,,,,,,v3
16b0b69c8b980982f650851297105106cf7d9a8dade674fe32f042215c8e9e02,train,Male,,,NG,consumer_queries,"Your female flatmate complains of weight loss, fever and thinks she has HIV/AIDS and is going to visit the nearest doctor. Question: ","What are the symptoms of HIV/AIDS,and what drugs could be it’s cure?","What are the symptoms of HIV/AIDS, and what drugs could be it’s cure?",,,,,,,,,crowdsourced,0.0,True,,,,,,,,v3
c12d4fe5dfd481b5de6a531deaccb01db02af25816ffa2a677cad087c58296b1,train,Male,,,NG,consumer_queries,Your male coursemate complains of severe back or side pain and thinks he has Kidney Stones and is going to visit the nearest doctor. Question: ,Have there been any recent cases of measles in the area or any potential exposure to individuals with measles,Have there been any recent cases of measles in the area or any potential exposure to individuals with measles,,,,,,,,,crowdsourced,1.0,False,,,,,,,,v3
0835927df3b3664ac2c9cb9436cc620ced3be19cf1ea3730caf2b4d13fd30266,train,Female,,,ZA,consumer_queries,"Your male classmate complains of skin damage, pain and thinks he has Burns and is going to visit the nearest doctor. Question: ",Which cream can he use to treat this?,Which cream can he use to treat this?,,,,,,,,,crowdsourced,0.03,True,,,,,,,,v3
6f82a1298436ccd9208e33603085c99852967e62597452a973359d6d29f3cce3,train,Female,,,NG,consumer_queries,"Your female coursemate complains of vaginal bleeding, pain and thinks she has Cervical Cancer and is going to visit the nearest doctor. Question: ",Can cervical cancer bring about female health problems?,Can cervical cancer bring about female health problems?,,,,,,,,,crowdsourced,0.01,True,,,,,,,,v3
d96441879cfde1f29038c8d724c03423c33f84190a75066501943e5fe1ac2b6b,train,Female,Non-Health,Other,NG,consumer_queries,Your female coursemate complains of issues after buttock enhancement and thinks she has Gluteal augmentation complications and is going to visit the nearest doctor. Question: ,"What are the symptoms of gluteal augmentation complications, and is there anything I can do to minimize the risk of complications? ","What are the symptoms of gluteal augmentation complications, and is there anything I can do to minimize the risk of complications? ",,,,,,,,,crowdsourced,0.2,,,,,,,,,v3
4aee1739b9574ee6ccfa11c09c55c539bfa4f13d0e18af208bf4ead25e17ffc1,test,Female,Nursing,Student,NG,consumer_queries,"Your female neighbor complains of lack of sexual desire, painful intercourse and thinks she has Sexual Dysfunction and is going to visit the nearest doctor. Question: ",Could there be any psychological or emotional factors contributed to my symptoms,Could there be any psychological or emotional factors contributed to my symptoms,,,,,,,,,crowdsourced,0.29,True,,,,,,,,v3
ca652e425ae0ce19e0a48ce75d977989d5ce3ed20287c48185f5cab2ba61b83e,test,Female,Non-Health,Other,ZA,consumer_queries,Your male friend complains of difficulty urinating and thinks he has Prostate Cancer and is going to visit the nearest doctor. Question: ,Do you think I have Cancer?,Do you think I have Cancer?,,,,,,,,,crowdsourced,1.0,False,,,,,,,,v3
62901685e37ad54348c9ac21284e24873a2b8966ddeea9b0b4dd8cdf9c8be5d6,test,Male,Medicine,Student,NG,consumer_queries,"Your male colleague complains of sudden severe headache, vomiting and thinks he has 12. Subarachnoid Hemorrhage and is going to visit the nearest doctor. Question: ","is the vomiting projectile? if yes, this suggests an increase intracranial pressure which may be due to a subarachnoid hermorrhage.","is the vomiting projectile? if yes, this suggests an increase intracranial pressure which may be due to a subarachnoid hermorrhage.",,,,,,,,,crowdsourced,0.0,True,,,,,,,,v3
7d95df362fea69a6621fec60f699c59a4e372c19e73e23028d30d21bec50cb4e,test,Female,Non-Health,Other,NG,consumer_queries,"Your male colleague complains of runny nose, cough and thinks he has Respiratory infections and is going to visit the nearest doctor. Question: ",Are there any specific measures I can take to prevent the spread of respiratory infections to others?,Are there any specific measures I can take to prevent the spread of respiratory infections to others?,,,,,,,,,crowdsourced,0.2,,,,,,,,,v3
c93402a1ae6137e024c0d9d9e12960d45221b46664bf9835d97cfc2467d2246d,train,Female,,,NG,consumer_queries,Your male colleague complains of difficulty urinating and thinks he has Prostate Hyperplasia and is going to visit the nearest doctor. Question: ,"Besides medication or surgery for prostate hyperplasia, are there any lifestyle changes I can make that might help manage my symptoms or slow down the progression?","Besides medication or surgery for prostate hyperplasia, are there any lifestyle changes I can make that might help manage my symptoms or slow down the progression?",,,,,,,,,crowdsourced,0.01,True,,,,,,,,v3
c515d2180d9e849a77bf883d75041c64c4e58d32e3094c114bf273d4d909b473,train,Male,Non-Health,Technician,KE,consumer_queries,"Your female coursemate complains of abnormal vaginal bleeding, pelvic pain and thinks she has Cervical cancer and is going to visit the nearest doctor. Question: ","What treatments are possible for cervical cancer, and what are the potential side effects and outcomes for each?","What treatments are possible for cervical cancer, and what are the potential side effects and outcomes for each?",,,,,,,,,crowdsourced,0.12,,,,,,,,,v3
437df251e07c5d80931f170593326b4baecc4b737ce152508cb69d6d482e229e,test,Female,Medicine,Student,NG,consumer_queries,"Your male colleague complains of chronic diarrhea, weight loss and thinks he has Inflammatory Bowel Disease (IBD) and is going to visit the nearest doctor. Question: ",Will the treatments for IBD have side effects?,Will the treatments for IBD have side effects?,,,,,,,,,crowdsourced,0.0,,,,,,,,,v3
57697ad3389d08fce3f4eceda51a383ebfcbf8df8a6dd4e24c584063330eb539,test,Female,Laboratory Sciences,Student,NG,consumer_queries,"Your female coursemate complains of sudden weakness, speech difficulty and thinks she has Stroke and is going to visit the nearest doctor. Question: ","Doctor, please, what are the warning signs of a stroke, and how can I act quickly if I or someone else experiences them?","Doctor, please, what are the warning signs of a stroke, and how can I act quickly if I or someone else experiences them?",,,,,,,,,crowdsourced,0.44,,,,,,,,,v3
054ed85572ef0d98bce7ce4139bda2f75e0635aca2687748d8070bc822cd38c9,test,Female,Health Research,Researcher,ZA,consumer_queries,Your female roommate complains of damage from skin-lightening products and thinks she has Skin bleaching complications and is going to visit the nearest doctor. Question: ,Which medication to use ,Which medication to use ,,,,,,,,,crowdsourced,0.44,,,,,,,,,v3
05f4a13b0abefe93239c7f1f8d90cb7f89152e93b23529b4b42de99ef507a80b,train,Male,Non-Health,Other,NG,consumer_queries,"Your female coworker complains of joint pain, fatigue and thinks she has Sickle Cell Disease and is going to visit the nearest doctor. Suggest an important question she might likely forget to ask. Please explain your question if needed. Don't ask generic questions.",What is the cause of joint pain,What is the cause of joint pain,,,,,,,,,crowdsourced,0.25,,,,,,,,,v3
4fa6db09b1fb21314ef446e3ce280fa4e0c496c7253bc9e1be8bd71d64f92bec,train,Female,Health Research,Researcher,ZA,consumer_queries,"Your male neighbor complains of blood in urine, foamy urine and thinks he has Glomerulonephritis and is going to visit the nearest doctor. Question: ",How is Glomerulonephritis treated and what potential side effect the treatment?,How is Glomerulonephritis treated and what potential side effect the treatment?,,,,,,,,,crowdsourced,0.0,,,,,,,,,v3
fa60ce9365c7a01bb8e4e44019bc506ec9b6410f0a863cb301220243dcd0ab9f,train,Female,Health Research,Researcher,ZA,consumer_queries,"Your female roommate complains of pain, difficulty in movement and thinks she has 2. Spinal Cord Injuries and is going to visit the nearest doctor. Question: ",Is the injury permanent ,Is the injury permanent ,,,,,,,,,crowdsourced,0.44,,,,,,,,,v3
42d54435d6fe57fe579d5edfa70dd7cf82f1ce1dc92d8fc2a06ae03f3b514e56,train,Female,Non-Health,Other,NG,consumer_queries,"Your female coworker complains of pain from falls, accidents and thinks she has Pain from Traumatic Injuries and is going to visit the nearest doctor. Question: ",What are some other possible causes of this type of pain?,What are some other possible causes of this type of pain?,,,,,,,,,crowdsourced,0.2,,,,,,,,,v3
64c56b16b854ee6a1c554d71d15c580b92a8577856023221cfa1412bad7257cc,test,Male,,,NG,consumer_queries,"Your female neighbor complains of chronic fatigue, weight loss and thinks she has HIV/AIDS-related anemia and is going to visit the nearest doctor. Question: ",1.  How can I prevent HIV/ AIDs related anemia2. How can manage HIV/ AIDs related anemia3. How do I know I have HIV/ aids related anemia,1. How can I prevent HIV/ AIDs related anemia 2. How can manage HIV/ AIDs related anemia 3. How do I know I have HIV/ aids related anemia,,,,,,,,,crowdsourced,0.67,,,,,,,,,v3
080cbcf29a54c5f9cfe9136175ab678cb4c9a0ab3f12cfcecc219dd0527ba1cb,train,Male,Other Health Professions,Technician,NG,consumer_queries,"Your female neighbor complains of wound, fever and thinks she has Animal Bites (e.g., Rabies) and is going to visit the nearest doctor. Question: ","What specific measures should I take to care for the wound caused by the animal bite, and how can I prevent infection.?","What specific measures should I take to care for the wound caused by the animal bite, and how can I prevent infection.?",,,,,,,,,crowdsourced,0.0,True,,,,,,,,v3
0c7b91020dd68897407c214ba05dc659ce39edc1ef3fa1db3d5440d0e32f69e7,test,Male,,,NG,consumer_queries,Your female colleague complains of dark lesions on skin or in mouth and thinks she has Kaposi Sarcoma and is going to visit the nearest doctor. Question: ,"Please, when a person experience dark lesion on the skin or mouth, what could the possible problem be?","Please, when a person experience dark lesion on the skin or mouth, what could the possible problem be?",,,,,,,,,crowdsourced,0.0,,,,,,,,,v3
b94f18e81e27fae92b9bfc41a4189eeaae38736ad95d8df445002cb899bbe4ef,train,Female,,,NG,consumer_queries,"Your male neighbor complains of wound, fever and thinks he has Animal Bites (e.g., Rabies) and is going to visit the nearest doctor. Suggest an important question he might likely forget to ask. Please explain your question if needed. Don't ask generic questions.",Could this bite leads to rabies doctor?,Could this bite leads to rabies doctor?,,,,,,,,,crowdsourced,0.07,,,,,,,,,v3
79f9fbc47e2b80dcd54559f4f01d592b25d1eb62907ce8bf5f41b48e8e3c034e,train,Male,,,NG,consumer_queries,"Your female roommate complains of fever, dry cough, tiredness and thinks she has COVID-19 and is going to visit the nearest doctor. Question: ","What specific symptoms or warning signs should I watch out for that might indicate a worsening of my condition, and when should I seek urgent medical attention?""","What specific symptoms or warning signs should I watch out for that might indicate a worsening of my condition, and when should I seek urgent medical attention?""",,,,,,,,,crowdsourced,0.0,True,,,,,,,,v3
373317af2ad808874bb7379059cd6ef75eebab183a57d7f24dcc26487c666ec5,train,Male,Medicine,Student,NG,consumer_queries,"Your male coworker complains of indigestion, heartburn and thinks he has Dyspepsia and is going to visit the nearest doctor. Question: ",Are there any specific dietary or lifestyle changes I can make to manage my dyspepsia symptoms and improve my digestive health?,Are there any specific dietary or lifestyle changes I can make to manage my dyspepsia symptoms and improve my digestive health?,,,,,,,,,crowdsourced,0.13,True,,,,,,,,v3
cf4ae2d43d5777ac9d4e22fb7b26251783a79764f847ca217d7f55eafa5631f0,test,Female,Pharmacy,Intern,NG,consumer_queries,Your male colleague says my back is always hurting and thinks he has Back Pain and is going to visit the nearest doctor. Question: ,"Is the back pain a pointer to something else, or is it just a back pain?","Is the back pain a pointer to something else, or is it just a back pain?",,,,,,,,,crowdsourced,0.0,,,,,,,,,v3
e125d644130e56f0c0a8e3b0c8513d23c5ea028045f633d72f19d0019af3860d,train,Female,Laboratory Sciences,Technician,NG,consumer_queries,"Your male coworker complains of fever, fatigue and thinks he has Endocarditis and is going to visit the nearest doctor. Question: ",What are my possible options for treatment?,What are my possible options for treatment?,,,,,,,,,crowdsourced,0.2,,,,,,,,,v3
9253bc6ccc00b69e81e6d68c85df9f8c580336e12be1dea01cdf1b5b65eb94bc,train,Female,Medicine,Licensed Professional,NG,consumer_queries,"Your male classmate complains of severe, acute pain and thinks he has Sickle Cell Crisis Pain and is going to visit the nearest doctor. Question: ",What are the best pain management strategies for sickle cell crisis?,What are the best pain management strategies for sickle cell crisis?,,,,,,,,,crowdsourced,0.12,,,,,,,,,v3
759b01935de1daf68831ed08b99927a122e40ffcf2f85500f6f7c3b37c165445,test,Female,,,NG,consumer_queries,"Your female roommate complains of enlarged lymph nodes, night sweats and thinks she has Hodgkin Lymphoma and is going to visit the nearest doctor. Question: ",What i having cancer?,What i having cancer?,,,,,,,,,crowdsourced,0.13,,,,,,,,,v3
98db158fddb15ae88a7b4a89001d4df9f7ad4c0ed73518bf933894a360446e11,train,Female,,,PH,consumer_queries,"Your female coursemate complains of tingling, burning in feet/hands and thinks she has Peripheral Neuropathy Pain and is going to visit the nearest doctor. Question: ",What are the causes of peripheral neuropathy?,What are the causes of peripheral neuropathy?,,,,,,,,,crowdsourced,0.0,True,,,,,,,,v3
9882737ecf5d98fa9f84695193d0f2761dc54db2af22eb48eb4f86d6d25bcd7a,train,Female,Nursing,Student,NG,consumer_queries,"Your male friend complains of loud snoring, daytime fatigue and thinks he has Sleep Apnea and is going to visit the nearest doctor. Question: ",What are the potential risks associated with untreated sleep apnea?,What are the potential risks associated with untreated sleep apnea?,,,,,,,,,crowdsourced,0.0,True,,,,,,,,v3
cffc8ecc28a64146e5b23f3de5e900b76cc634bd88991283dc2f46a3411ac0c1,train,Female,Non-Health,Student,NG,consumer_queries,"Your female coworker complains of jaundice, abdominal pain and thinks she has Hepatitis and is going to visit the nearest doctor. Question: ","What specific type of hepatitis do I have, and what are the potential causes or risk factors associated with it?","What specific type of hepatitis do I have, and what are the potential causes or risk factors associated with it?",,,,,,,,,crowdsourced,0.0,,,,,,,,,v3
a26173aef627d3685c77c8deaf133d2e95238231aa1da57404bc3bd7be6ba91b,train,Female,Non-Health,Other,NG,consumer_queries,"Your male neighbor complains of high fever, rash, headache and thinks he has Dengue Fever and is going to visit the nearest doctor. Question: ",Is it airborne? ,Is it airborne? ,,,,,,,,,crowdsourced,0.25,,,,,,,,,v3
b8d515a4fc3357d3cc87169889d5c1c3ffb413de89e297ea5a7ca5e4fc011fa5,train,Male,Medicine,Student,NG,consumer_queries,"Your female friend complains of sore throat, chest pain and thinks she has Lassa fever and is going to visit the nearest doctor. Question: ","What specific precautions should I take to prevent the spread of Lassa fever to others, and how can I protect myself and my family members from contracting the virus?","What specific precautions should I take to prevent the spread of Lassa fever to others, and how can I protect myself and my family members from contracting the virus?",,,,,,,,,crowdsourced,0.0,,,,,,,,,v3
8d95f0851dc4c41ef3288ce467668b030fbd97e4894b5fb2c2bfa5dd0ba97ff6,test,Female,Non-Health,Intern,PH,consumer_queries,"Your roommate's child complains of joint pain, fatigue and thinks she has Sickle Cell Disease and is going to visit the nearest doctor. Question: ",What measures can I take to help manage my child's symptoms and improve her quality of life while living with Sickle Cell Disease?,What measures can I take to help manage my child's symptoms and improve her quality of life while living with Sickle Cell Disease?,,,,,,,,,crowdsourced,0.0,,,,,,,,,v3
af1352fc4c7b73f7a513e88fe236f6b032a64f35cf06afb63aba27fb9956a9f2,train,Male,Pharmacy,Intern,NG,consumer_queries,"Your female coworker complains of fever, severe headache and thinks she has Ebola and is going to visit the nearest doctor. Question: ","What are the treatment options available for Ebola, and what can I do to improve my chances of recovery?","What are the treatment options available for Ebola, and what can I do to improve my chances of recovery?",,,,,,,,,crowdsourced,0.0,,,,,,,,,v3
